songname,genre,tempo,beats,chromagram_stft,chromagram_cqt,rmse,spectral_cent,spectral_bw,spectral_rolloff,zero_crossing,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
108429,7,117.45383522727273,35721,0.32584604454511373,0.44850455209543083,0.182007,1415.6966613039983,1631.0940607108598,2943.1405365651608,0.066222199714589786,-120.34230813149844,146.86196835747506,5.3900976612818416,19.309025238866003,-4.0102151958519237,7.0136047430684991,-6.7934685547438525,0.034254399808986237,-5.4009346226246384,3.5714399749310384,-3.0593263332830056,3.3521698910735158,-0.56134055316017761,4.3470636801097067,0.59161298211289703,2.6335691464587874,-2.6957400649888994,-1.8658487233052747,-3.7673541929138561,2.3386317280634135
108440,4,99.38401442307692,31426,0.4335088976053092,0.56444913042558098,0.143335,3500.2698056786789,2728.1803040294635,6569.543608201916,0.19125394555437306,-92.244010768843211,40.450275599469769,16.33350852037508,36.739847907617659,-4.6393023227792209,7.7513066884392652,1.7031748079171689,15.437652764688815,-12.914487907211745,8.5818802125788576,1.6778719751094511,3.375289101126671,-5.7539551182270428,7.0010045307240416,0.70233806325447878,7.6383213268510382,-4.9737415145151846,3.3747666625595203,-1.8994469088379595,-2.7118443533798251
108441,4,99.38401442307692,30503,0.52873424657048962,0.41174412032033453,0.245613,2401.8025759719371,2592.9779708260867,5303.7095958603422,0.075104232173955107,-78.969914036100676,74.379934930568083,4.9088802475218127,32.552159957757297,7.3155145834730808,17.032042975457955,-0.97442848190883813,13.25180084531979,4.8138168079299062,10.269302054805792,5.0134472963393986,11.43081622577149,0.21300877545233365,6.3149251044062735,3.9480610113333632,8.1615490541463114,1.0232858965181986,7.5368497816180797,1.3924226360183354,6.6412660843028561
108456,7,151.99908088235293,47463,0.32061733549277494,0.44108399471641324,0.174355,1970.9884515607337,2026.4241374610092,3979.4926032193307,0.090725830833978324,-136.62737300248611,99.926629437767204,-25.510236549566869,23.083129822558078,-6.3014945195543772,-0.46247658383849449,-11.646209776043063,-4.4864457507305389,-9.0403339483042355,3.2869488525085129,-0.60403551241861719,1.614138495543388,-7.1981907326640648,-4.5538307874849933,-4.1220160003070188,4.3243686437792768,-3.1717338906206622,-2.0720020943094664,-2.0991765756062906,-0.88783721917290248
108457,7,135.99917763157896,43681,0.31483997132202701,0.49916985658770568,0.268844,2002.5187660110025,2208.5201282773123,4088.4502777005127,0.088927277839589786,-52.467643479346975,104.81199145309283,-10.628359405177065,24.645442907201964,2.3295918500969361,2.4055444549845988,-3.5370289183398711,5.6211985236006594,-2.9361229706070264,2.6615775535662274,-4.5239366638172953,2.8553697898055534,-4.2795565434326681,-1.5824027229311575,-5.5330647203210406,0.9383262953477991,-4.8131530802692657,0.30755855168825058,-4.400615514093313,-3.390270821799652
108463,2,117.45383522727273,36373,0.32388527138204282,0.51158572985704387,0.0784264,1820.8254554699797,1918.1014719802617,3684.8964889136328,0.092611937814678538,-157.39194047314626,116.02597366504534,-30.185864960675662,26.43472183486934,-18.072777876989747,9.8705928671771908,-4.6916913102321107,-2.0491964487165046,-6.0695606387390661,2.9785165487370455,-5.4764225173709873,3.124664976125421,2.6732543251722207,8.2199704780376415,1.8166961912809241,6.954015731796571,5.8675142371505427,11.680136478367897,7.5088579695374396,9.3441683335649728
108498,4,161.4990234375,52993,0.39358990028093499,0.51305159598469607,0.237339,2299.1864518597768,2601.9154735940642,5040.2278557650443,0.086223590484713619,-58.59006038904306,95.422941982165781,14.493997479989549,20.209330239515957,7.5756797622871348,5.2376078744992185,-4.9743142035439289,2.7015829110592566,-2.7367924177757947,8.6913274073915385,-0.01460589507267834,0.22166148106281888,-1.1748665627577946,-0.54057378493005959,-4.901072429481995,8.2537126365688049,-7.6041568792478538,3.074423637106396,-0.31536004316629701,0.67144073831465301
108505,8,83.354334677419359,24925,0.53515932781967879,0.53145723597648298,0.335385,2209.5259224114466,1962.36706276533,4261.7408965025152,0.12334316950464397,17.51470749942434,98.179549608644223,-46.333010903806148,63.299535347830059,-8.5064270878598958,24.179659804087695,12.379317202984712,14.794837203709134,8.640921095601577,2.3998434027264097,-5.6293712477690301,11.615644182025617,0.88007070975360335,-0.081481952390214094,-4.0521586654807722,4.8829404993150431,-2.0455496747734876,-1.6464655077908628,1.0903753204188802,3.7234651396357616
108772,4,184.5703125,56422,0.45084431937585884,0.5203216695642674,0.169079,2922.5555358055112,2815.370871658271,6246.8122263810956,0.13488882909249225,-73.024563931404344,68.508192980186237,9.7675721668545989,20.981384286332503,13.464558169626061,12.989149926098213,-3.7859392445807361,10.585694849015946,-3.7882066967534485,5.5457399851923137,3.0004058214328926,4.9551927171989547,2.2950514458252491,3.6414059059683348,1.6173238994501928,3.5676614528976569,-4.4948360883273724,4.7462107265776234,-2.7408130721220374,-0.2587474489071116
108792,4,89.102909482758619,27612,0.39406989945683074,0.4849677085259515,0.234143,1745.8701578281059,2177.6250559242617,3895.559777416312,0.05350194405476006,-105.85548422632495,105.97608809835589,3.4239770165265888,36.949138191222183,1.8945905707894108,21.075329577641579,-1.822750878484394,9.5304423363301929,-3.2082200653507722,7.5157129159855227,2.6378540761234444,14.055648566907131,4.5331946205957401,5.6434118431042624,2.9462562170157964,6.638242311959063,-0.13739536760325291,5.0917049616326588,-1.5306805893743152,4.642656864774044
